Actor_name,character_types,character,Freebase_character_ID,Freebase_actor_ID,Freebase_character/actor_map_ID,Actor_gender,Actor_age_at_movie_release,Actor_date_of_birth,Actor_height_(in meters),Actor_ethnicity_(Freebase ID),unique_character_name,movie,Wikipedia_movie_ID,Freebase_movie_ID
R. Lee Ermey,drill_sargeant_nasty,Gny. Sgt. Hartman,/m/0h36xlz,/m/01mylz,/m/0jykjt,M,43.0,1944.0,1.82,,,Full Metal Jacket,11701,/m/0333t
Viggo Mortensen,drill_sargeant_nasty,Master Chief John James Urgayle,/m/0cndbrw,/m/01ps2h8,/m/0jylf1,M,38.0,1958.0,1.803,/m/0dqqwy,,G.I. Jane,706803,/m/034f7w
Daniel Day-Lewis,byronic_hero,Bill 'The Butcher' Cutting,/m/02nwfb9,/m/016yvw,/m/0jynbm,M,45.0,1957.0,1.87,/m/041rx,,Gangs of New York,188902,/m/019vhk
Martin Sheen,father_to_his_men,Gen. Robert E. Lee,/m/0h0j_1l,/m/0hvb2,/m/0jyqwm,M,52.0,1940.0,1.7,/m/042gtr,Gen. Robert E. Lee,Gettysburg,1236122,/m/04kzqz
Forest Whitaker,cultured_badass,Ghost Dog,/m/0c6hpm4,/m/02y_2y,/m/0jyr6h,M,37.0,1961.0,1.88,/m/05g0f1,,Ghost Dog: The Way of the Samurai,471352,/m/02dj31
Forest Whitaker,hitman_with_a_heart,Ghost Dog,/m/0c6hpm4,/m/02y_2y,/m/0jyr6h,M,37.0,1961.0,1.88,/m/05g0f1,,Ghost Dog: The Way of the Samurai,471352,/m/02dj31
Glenn Ford,crazy_jealous_guy,Johnny Farrell,/m/0h2h57r,/m/02_01w,/m/0jysmq,M,29.0,1916.0,1.803,/m/07bch9,,Gilda,1673949,/m/05md6s
Russell Crowe,father_to_his_men,Maximus Decimus Meridius,/m/02nwfh3,/m/06dv3,/m/0jytc_,M,36.0,1964.0,1.8,/m/05748,,Gladiator,3616797,/m/09q5w2
Joaquin Phoenix,evil_prince,Commodus,/m/02nw89f,/m/018db8,/m/0jytd4,M,25.0,1974.0,1.73,/m/041rx,,Gladiator,3616797,/m/09q5w2
Matthew Broderick,officer_and_a_gentleman,Col. Robert Gould Shaw,/m/0h145sl,/m/01vlj1g,/m/0jyts_,M,26.0,1962.0,1.73,/m/041rx,,Glory,509676,/m/02jxbw
Joe Pesci,crazy_jealous_guy,Tommy DeVito,/m/05288kp,/m/01pj5q,/m/0jyytb,M,47.0,1943.0,1.6256,/m/0xnvg,,Goodfellas,64394,/m/0h6r5
John Cusack,byronic_hero,Martin Q. Blank,/m/0fq5tvq,/m/01gkmx,/m/0jz0wk,M,30.0,1966.0,1.87,/m/033tf_,,Grosse Pointe Blank,1533664,/m/058q46
Jamie Lee Curtis,final_girl,Laurie Strode,/m/09mpv9,/m/0hwqz,/m/0jz2x0,F,19.0,1958.0,1.75,/m/048z7l,Laurie Strode,Halloween,20179415,/m/0m3gy
Dan O'Herlihy,corrupt_corporate_executive,Conal Cochran,/m/0h60x89,/m/015d2r,/m/0jz33w,M,63.0,1919.0,,/m/03bkbh,,Halloween III: Season of the Witch,243064,/m/01k866
John Cho,stoner,Harold Lee,/m/03h0ddz,/m/03l3jy,/m/0jz5zr,M,31.0,1972.0,1.78,/m/01j2qv,Harold Lee,Harold & Kumar Go to White Castle,873469,/m/03kk01
Kal Penn,slacker,Kumar Patel,/m/03h0df_,/m/03l3ln,/m/0jz5zx,M,27.0,1977.0,1.78,/m/0g0x7_,Kumar Patel,Harold & Kumar Go to White Castle,873469,/m/03kk01
Kal Penn,stoner,Kumar Patel,/m/03h0df_,/m/03l3ln,/m/0jz5zx,M,27.0,1977.0,1.78,/m/0g0x7_,Kumar Patel,Harold & Kumar Go to White Castle,873469,/m/03kk01
Clint Eastwood,drill_sargeant_nasty,Sergeant Thomas Highway,/m/0gww9ty,/m/0bwh6,/m/0jz8d6,M,56.0,1930.0,1.88,/m/09vc4s,,Heartbreak Ridge,1596524,/m/05fc58
Robert De Niro,gentleman_thief,Neil McCauley,/m/0gxsd1k,/m/06cgy,/m/0jz8sq,M,52.0,1943.0,1.77,/m/0xnvg,,Heat,43566,/m/0bxsk
Ron Perlman,bruiser_with_a_soft_center,Hellboy,/m/02jlyb,/m/03hhd3,/m/0jzb66,M,56.0,1950.0,1.85,/m/041rx,,Hellboy: Blood and Iron,5838045,/m/0f88sr
Jet Li,master_swordsman,Nameless,/m/02zfy0p,/m/0451j,/m/0jzcr5,M,39.0,1963.0,1.676,/m/02p1pl6,,Hero,318542,/m/01v5rj
Tony Leung Chiu Wai,master_swordsman,Broken Sword,/m/02zfy4b,/m/01f873,/m/0jzcrb,M,40.0,1962.0,1.71,/m/03bx0k4,,Hero,318542,/m/01v5rj
Tony Leung Chiu Wai,warrior_poet,Broken Sword,/m/02zfy4b,/m/01f873,/m/0jzcrb,M,40.0,1962.0,1.71,/m/03bx0k4,,Hero,318542,/m/01v5rj
Zac Efron,big_man_on_campus,Troy Bolton,/m/02nwg13,/m/06wm0z,/m/0jzdys,M,18.0,1987.0,1.78,/m/048z7l,Troy Bolton,High School Musical,3463364,/m/09dv8h
Ashley Tisdale,prima_donna,Sharpay Evans,/m/02nwg0x,/m/06tp4h,/m/0jzdz2,F,20.0,1985.0,1.6,/m/041rx,Sharpay Evans,High School Musical,3463364,/m/09dv8h
Cary Grant,the_editor,Walter Burns,/m/02nwg2f,/m/09qh1,/m/0jzg14,M,35.0,1904.0,1.87,,Walter Burns,His Girl Friday,74018,/m/0jsxn
Jeffrey Tambor,corrupt_corporate_executive,Mayor Augustus Maywho,/m/0gj3gy9,/m/02r_d4,/m/0jzmfp,M,56.0,1944.0,1.85,,,How the Grinch Stole Christmas!,4867859,/m/0crrc8
Marilyn Monroe,dumb_blonde,Pola Debevoise,/m/0c1ghxz,/m/04wqr,/m/0jzmyb,F,27.0,1926.0,1.66,/m/04f581,,How to Marry a Millionaire,911882,/m/03p5xc
Cameron Diaz,brainless_beauty,Maggie Feller,/m/04dwxn4,/m/0bksh,/m/0jzvtp,F,33.0,1972.0,1.75,/m/042gtr,,In Her Shoes,2073069,/m/06k8jd
Harrison Ford,adventurer_archaeologist,Indiana Jones,/m/03ttl,/m/0c0k1,/m/0jzx78,M,65.0,1942.0,1.85,/m/01qhm_,Indiana Jones,Indiana Jones and the Kingdom of the Crystal Skull,1252914,/m/04mcw4
Harrison Ford,adventurer_archaeologist,Indiana Jones,/m/03ttl,/m/0c0k1,/m/0jzx9b,M,41.0,1942.0,1.85,/m/01qhm_,Indiana Jones,Indiana Jones and the Temple of Doom,81503,/m/0k_9j
Richard Gere,dirty_cop,Dennis Peck,/m/0gy8twl,/m/01438g,/m/0jzyzv,M,40.0,1949.0,1.8,/m/033tf_,,Internal Affairs,5549932,/m/0ds2hb
Rick Moranis,klutz,Seymour Krelborn,/m/0h2qx4d,/m/02n4b9,/m/0k020r,M,33.0,1953.0,1.5494,/m/041rx,,Little Shop of Horrors,3447166,/m/09cxm4
Bruce Willis,hitman_with_a_heart,Mr. Goodkat,/m/04drwz7,/m/0h7pj,/m/0k087f,M,50.0,1955.0,1.8,,,Lucky Number Slevin,4235653,/m/0brfjd
Mel Gibson,heartbroken_badass,Max Rockatansky,/m/090wrh,/m/0c1pj,/m/0k09b2,M,23.0,1956.0,1.77,/m/03gskx0,Max Rockatansky,Mad Max,255898,/m/01ly1t
Russell Crowe,father_to_his_men,Jack Aubrey,/m/01n2s8,/m/06dv3,/m/0k0h66,M,39.0,1964.0,1.8,/m/05748,,Master and Commander: The Far Side of the World,370858,/m/020fcn
Russell Crowe,officer_and_a_gentleman,Jack Aubrey,/m/01n2s8,/m/06dv3,/m/0k0h66,M,39.0,1964.0,1.8,/m/05748,,Master and Commander: The Far Side of the World,370858,/m/020fcn
Dolph Lundgren,master_swordsman,He-Man,/m/01ccnh,/m/02v406,/m/0k0h9d,M,29.0,1957.0,1.96,/m/06mvq,,Masters of the Universe,3044228,/m/08mszt
Mel Gibson,fastest_gun_in_the_west,Bret Maverick,/m/04lrkdf,/m/0c1pj,/m/0k0hyr,M,38.0,1956.0,1.77,/m/03gskx0,,Maverick,380517,/m/021jdm
Tom Selleck,gadgeteer_genius,Lewis,/m/05ys_l_,/m/01pj3h,/m/0k0kn_,M,62.0,1945.0,1.93,/m/04q7gbh,,Meet the Robinsons,2017208,/m/06fcqj
Guy Pearce,revenge,Leonard,/m/0g98r8c,/m/0184jc,/m/0k0l33,M,32.0,1967.0,1.8,/m/03cbkrf,,Memento,2750041,/m/017z49
Robert De Niro,bounty_hunter,Jack Walsh,/m/0gxsd84,/m/06cgy,/m/0k0n9r,M,44.0,1943.0,1.77,/m/0xnvg,Jack Walsh,Midnight Run,1122030,/m/047ytl
Nicholas Bell,father_to_his_men,Zordon,/m/02r3q0,/m/027x329,/m/0k0nmw,M,36.0,1958.0,,,,Mighty Morphin' Power Rangers: The Movie,703807,/m/0344xk
Samantha Morton,junkie_prophet,Agatha,/m/0g9b8g2,/m/02d42t,/m/0k0pgt,F,25.0,1977.0,1.6,/m/02w7gg,,Minority Report,142049,/m/011wtv
Tom Cruise,tranquil_fury,Ethan Hunt,/m/09bl39,/m/07r1h,/m/0k0qpl,M,33.0,1962.0,1.7,/m/02ctzb,Ethan Hunt,Mission: Impossible,724258,/m/035w2k
Richard Roxburgh,crazy_jealous_guy,Duke of Monroth,/m/0432dks,/m/02zl4d,/m/0k0vyn,M,38.0,1962.0,1.8,,,Moulin Rouge!,142481,/m/011yxg
Ryan Reynolds,big_man_on_campus,Van Wilder,/m/05c17x7,/m/036hf4,/m/0k14rv,M,25.0,1976.0,1.88,/m/044038p,Van Wilder,National Lampoon's Van Wilder,1126401,/m/048hvr
Justin Bartha,playful_hacker,Riley Poole,/m/0cj9l9w,/m/062zhg,/m/0k14vc,M,26.0,1978.0,1.73,/m/041rx,Riley Poole,National Treasure,699208,/m/033srr
Peter Finch,grumpy_old_man,Howard Beale,/m/07yh11,/m/016ynj,/m/0k168v,M,60.0,1916.0,,,,Network,101935,/m/04j13sx
Eric Christian Olsen,jerk_jock,Austin,/m/0h5jv03,/m/0959pn,/m/0k1cs5,M,24.0,1977.0,1.88,/m/07hwkr,,Not Another Teen Movie,1519350,/m/057jzt
Charles Bronson,fastest_gun_in_the_west,Harmonica,/m/0h6g64s,/m/01dkpb,/m/0k1j46,M,47.0,1921.0,1.74,/m/0ffkb4,,Once Upon a Time in the West,284676,/m/01pvq3
Charles Bronson,revenge,Harmonica,/m/0h6g64s,/m/01dkpb,/m/0k1j46,M,47.0,1921.0,1.74,/m/0ffkb4,,Once Upon a Time in the West,284676,/m/01pvq3
Henry Fonda,psycho_for_hire,Frank,/m/0h6g66l,/m/0cj8x,/m/0k1j4j,M,63.0,1905.0,1.87,/m/07mqps,,Once Upon a Time in the West,284676,/m/01pvq3
Schuyler Fisk,granola_person,Ashley,/m/0cg5n17,/m/05gcdd,/m/0k1m4g,F,19.0,1982.0,1.65,,,Orange County,438417,/m/028kj0
Robert Mitchum,hardboiled_detective,Jeff Bailey,/m/0cbz40k,/m/0m0hw,/m/0k1nzj,M,29.0,1917.0,1.854,,,Out of the Past,75266,/m/0j_wf
Rachel Hurd-Wood,storyteller,Wendy Darling,/m/025tvd2,/m/059f88,/m/0k1vn1,F,13.0,1990.0,1.7,,Wendy Darling,Peter Pan,740744,/m/037cr1
Jack Davenport,romantic_runnerup,James Norrington,/m/08r83s,/m/02gqcs,/m/0k1xw3,M,34.0,1973.0,1.854,,,Pirates of the Caribbean: At World's End,1689394,/m/05nlx4
Tom Hollander,corrupt_corporate_executive,Cutler Beckett,/m/0cwtr9,/m/0755wz,/m/0k1xwx,M,39.0,1967.0,1.651,/m/02w7gg,Cutler Beckett,Pirates of the Caribbean: At World's End,1689394,/m/05nlx4
Johnny Depp,byronic_hero,Captain Jack Sparrow,/m/01x5g2,/m/0jfx1,/m/0k1xxm,M,43.0,1963.0,1.78,/m/01qhm_,Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,999394,/m/03y0pn
Johnny Depp,charmer,Captain Jack Sparrow,/m/01x5g2,/m/0jfx1,/m/0k1xxm,M,43.0,1963.0,1.78,/m/01qhm_,Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,999394,/m/03y0pn
Johnny Depp,coward,Captain Jack Sparrow,/m/01x5g2,/m/0jfx1,/m/0k1xxm,M,43.0,1963.0,1.78,/m/01qhm_,Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,999394,/m/03y0pn
Johnny Depp,loveable_rogue,Captain Jack Sparrow,/m/01x5g2,/m/0jfx1,/m/0k1xxm,M,43.0,1963.0,1.78,/m/01qhm_,Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,999394,/m/03y0pn
Johnny Depp,trickster,Captain Jack Sparrow,/m/01x5g2,/m/0jfx1,/m/0k1xxm,M,43.0,1963.0,1.78,/m/01qhm_,Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,999394,/m/03y0pn
Jack Davenport,officer_and_a_gentleman,Norrington,/m/0cgrw9b,/m/02gqcs,/m/0k1xyd,M,33.0,1973.0,1.854,,,Pirates of the Caribbean: Dead Man's Chest,999394,/m/03y0pn
Tom Hollander,corrupt_corporate_executive,Cutler Beckett,/m/0cwtr9,/m/0755wz,/m/0k1xyw,M,38.0,1967.0,1.651,/m/02w7gg,Cutler Beckett,Pirates of the Caribbean: Dead Man's Chest,999394,/m/03y0pn
Tom Berenger,drill_sargeant_nasty,Staff Sergeant Robert Barnes,/m/02nwkyp,/m/021npv,/m/0k1yyt,M,37.0,1949.0,1.803,,,Platoon,113460,/m/0sxmx
Tom Berenger,psycho_for_hire,Staff Sergeant Robert Barnes,/m/02nwkyp,/m/021npv,/m/0k1yyt,M,37.0,1949.0,1.803,,,Platoon,113460,/m/0sxmx
Robert De Niro,byronic_hero,Jake LaMotta,/m/02nw8mt,/m/06cgy,/m/0k28_g,M,37.0,1943.0,1.77,/m/0xnvg,,Raging Bull,25506,/m/06cm5
Robert De Niro,crazy_jealous_guy,Jake LaMotta,/m/02nw8mt,/m/06cgy,/m/0k28_g,M,37.0,1943.0,1.77,/m/0xnvg,,Raging Bull,25506,/m/06cm5
Harrison Ford,adventurer_archaeologist,Indiana Jones,/m/03ttl,/m/0c0k1,/m/0k294p,M,38.0,1942.0,1.85,/m/01qhm_,Indiana Jones,Indiana Jones and the Raiders of the Lost Ark,54166,/m/0f4yh
Neve Campbell,final_girl,Sidney Prescott,/m/025t3kn,/m/0l8v5,/m/0k2_bc,F,23.0,1973.0,1.7,/m/092h2qt,Sidney Prescott,Scream,113549,/m/0sy44
Val Kilmer,child_prodigy,Chris Knight,/m/0gy8mlk,/m/0d_84,/m/0k2ckt,M,25.0,1959.0,1.83,/m/07bch9,,Real Genius,483745,/m/02f_gc
Ben Stiller,romantic_runnerup,Michael Grates,/m/04drzyb,/m/0mdqp,/m/0k2ct2,M,28.0,1965.0,1.73,/m/041rx,,Reality Bites,350847,/m/01z7v5
Cillian Murphy,psycho_for_hire,Jackson Rippner,/m/0h5qyf1,/m/02fqwb,/m/0k2dm9,M,29.0,1976.0,1.75,/m/0d7wh,,Red Eye,1958425,/m/068_3t
Michael Madsen,psycho_for_hire,Mr. Blonde,/m/0cgpn4g,/m/02zyy4,/m/0k2ggy,M,34.0,1957.0,1.88,,,Reservoir Dogs,297111,/m/02h4658
Ricky Nelson,young_gun,Colorado Ryan,/m/0hgx0j0,/m/01wj92r,/m/0k2kqg,M,18.0,1940.0,1.82,/m/065b6q,,Rio Bravo,81100,/m/0kyjk
Jude Law,psycho_for_hire,Harlen Maguire,/m/0bd6csj,/m/01r93l,/m/0k2ljt,M,29.0,1972.0,1.82,/m/02w7gg,,Road to Perdition,342741,/m/01y9r2
Tim Roth,master_swordsman,Archibald Cunningham,/m/0h2b2xc,/m/021yzs,/m/0k2ltj,M,33.0,1961.0,1.7,/m/02w7gg,,Rob Roy,701781,/m/033_m2
Ronny Cox,corrupt_corporate_executive,Dick Jones,/m/0h5q83s,/m/032qgs,/m/0k2m8v,M,48.0,1938.0,1.88,,,RoboCop,445066,/m/0299hs
Greg Kinnear,corrupt_corporate_executive,Ratchet,/m/0ghwknl,/m/02t_st,/m/0k2mmy,M,41.0,1963.0,1.765,/m/07hwkr,,Robots,893808,/m/03mh94
Carl Weathers,arrogant_kungfu_guy,Apollo Creed,/m/0cg655,/m/0234pg,/m/0k2n0d,M,28.0,1948.0,1.88,/m/0x67,Apollo Creed,Rocky,45772,/m/0cf08
Mr. T,arrogant_kungfu_guy,Clubber Lang,/m/063y59,/m/04s_q,/m/0k2n56,M,30.0,1952.0,1.78,/m/0x67,,Rocky III,152328,/m/013vbq
Mira Sorvino,dumb_blonde,Romy White,/m/04fgyvv,/m/01phtd,/m/0k2p5c,F,29.0,1967.0,1.78,/m/0xnvg,,Romy and Michele's High School Reunion,201553,/m/01cms4
Mira Sorvino,slacker,Romy White,/m/04fgyvv,/m/01phtd,/m/0k2p5c,F,29.0,1967.0,1.78,/m/0xnvg,,Romy and Michele's High School Reunion,201553,/m/01cms4
Mira Sorvino,valley_girl,Romy White,/m/04fgyvv,/m/01phtd,/m/0k2p5c,F,29.0,1967.0,1.78,/m/0xnvg,,Romy and Michele's High School Reunion,201553,/m/01cms4
Lisa Kudrow,dumb_blonde,Michele Weinberger,/m/02vz486,/m/016tb7,/m/0k2p5j,F,33.0,1963.0,1.73,/m/041rx,,Romy and Michele's High School Reunion,201553,/m/01cms4
Lisa Kudrow,slacker,Michele Weinberger,/m/02vz486,/m/016tb7,/m/0k2p5j,F,33.0,1963.0,1.73,/m/041rx,,Romy and Michele's High School Reunion,201553,/m/01cms4
Rick Rossovich,brainless_beauty,Chris,/m/0gj4dvd,/m/06lqy8,/m/0k2q15,M,29.0,1957.0,1.93,/m/0ffjqy,,Roxanne,574768,/m/02rl6f
John Lithgow,corrupt_corporate_executive,B.Z.,/m/0h2t1xw,/m/01yk13,/m/0k2w67,M,40.0,1945.0,1.93,/m/07bch9,,Santa Claus: The Movie,2406759,/m/079xmk
Anna Faris,dumb_blonde,Cindy Campbell,/m/0g3h_5,/m/01pk3z,/m/0k2y_7,F,29.0,1976.0,1.65,/m/07bch9,Cindy Campbell,Scary Movie 4,2486990,/m/07h9gp
Mary Elizabeth Mastrantonio,ophelia,Gina Montana,/m/0cgx94y,/m/01msrs,/m/0k2ysf,F,25.0,1958.0,1.651,/m/0xnvg,,Scarface,267848,/m/01nln3
Anna Faris,dumb_blonde,Cindy Campbell,/m/0g3h_5,/m/01pk3z,/m/0k2z05,F,26.0,1976.0,1.65,/m/07bch9,Cindy Campbell,Scary Movie 3,880056,/m/03l6q0
Jack Black,loser_protagonist,Dewey Finn,/m/0bnmntb,/m/01vsn38,/m/0k2zjf,M,34.0,1969.0,1.68,/m/07bch9,,School of Rock,805097,/m/03dbjv
Jack Black,slacker,Dewey Finn,/m/0bnmntb,/m/01vsn38,/m/0k2zjf,M,34.0,1969.0,1.68,/m/07bch9,,School of Rock,805097,/m/03dbjv
Mike White,henpecked_husband,Ned Schneebly,/m/0bnmnzl,/m/03skdq,/m/0k2zjr,M,33.0,1970.0,1.75,/m/02ctzb,,School of Rock,805097,/m/03dbjv
Michael Caine,storyteller,Garth McCann,/m/0bnmycm,/m/0gnbw,/m/0k309k,M,70.0,1933.0,1.88,,,Secondhand Lions,1863169,/m/061_ky
David Krumholtz,playful_hacker,Mr. Universe,/m/02sgjdt,/m/05cx7x,/m/0k31lb,M,27.0,1978.0,1.68,/m/041rx,,Serenity,504242,/m/02j9_2
Jack Palance,psycho_for_hire,Jack Wilson,/m/0h5cyzs,/m/02t_w8,/m/0k34x6,M,34.0,1919.0,1.93,/m/0ffjvd,,Shane,76351,/m/0k4bc
Owen Wilson,retired_outlaw,Roy O'Bannon,/m/0bnpfkv,/m/01q_ph,/m/0k34yw,M,31.0,1968.0,1.8,/m/033tf_,Roy O'Bannon,Shanghai Noon,213149,/m/01f6x7
Simon Pegg,slacker,Shaun,/m/0gxnhy3,/m/012x2b,/m/0k35n0,M,34.0,1970.0,1.78,,,Shaun of the Dead,598397,/m/02t_h3
Nick Frost,bromantic_foil,Ed,/m/0h2tgld,/m/04twtn,/m/0k35nb,M,32.0,1972.0,1.7,/m/02w7gg,,Shaun of the Dead,598397,/m/02t_h3
John Wayne,father_to_his_men,Capt. Nathan Cutting Brittles,/m/0gyfxb6,/m/043gj,/m/0k35w2,M,41.0,1907.0,1.93,/m/063k3h,,She Wore a Yellow Ribbon,3466023,/m/09dzvh
Trevor Thomas,evil_prince,Prince Otwani,/m/0cgrwzh,/m/0ckrzh,/m/0k36bq,M,,,,,,Sheena,2398332,/m/079934
Kevin Costner,young_gun,Jake,/m/0g_vt8w,/m/0127m7,/m/0k39jj,M,30.0,1955.0,1.85,/m/09vc4s,,Silverado,2087781,/m/06l9q0
Jean Hagen,dumb_blonde,Lina Lamont,/m/02nwm77,/m/04ql20,/m/0k3b2r,F,28.0,1923.0,,,,Singin' in the Rain,1883157,/m/063hp4
Jean Hagen,prima_donna,Lina Lamont,/m/02nwm77,/m/04ql20,/m/0k3b2r,F,28.0,1923.0,,,,Singin' in the Rain,1883157,/m/063hp4
Patrick Bergin,crazy_jealous_guy,Martin Burney,/m/0lhwm0d,/m/074njz,/m/0k3ddh,M,40.0,1951.0,1.905,,,Sleeping with the Enemy,924767,/m/03qfh7
Billy Bob Thornton,dumb_muscle,Karl Childers,/m/0bcrjg,/m/01fh9,/m/0k3dtt,M,41.0,1955.0,1.83,,,Sling Blade,171522,/m/0170qy
Vinnie Jones,psycho_for_hire,Bullet Tooth Tony,/m/0br0cg3,/m/01lqnff,/m/0k3gbw,M,35.0,1965.0,1.88,/m/02w7gg,,Snatch,707808,/m/034hwx
Marilyn Monroe,chanteuse,Sugar Kane Kowalczyk,/m/0gxt01n,/m/04wqr,/m/0k3j8v,F,32.0,1926.0,1.66,/m/04f581,,Some Like It Hot,76366,/m/0k4f3
Keanu Reeves,romantic_runnerup,Julian Mercer,/m/0btdyyh,/m/0479b,/m/0k3jn6,M,39.0,1964.0,1.86,/m/03bkbh,,Something's Gotta Give,414180,/m/025hhq
Christopher Lee,pupil_turned_to_evil,Count Dooku,/m/0gzf3,/m/0f0kz,/m/0k3q_8,M,79.0,1922.0,1.96,,Count Dooku,Star Wars Episode II: Attack of the Clones,50957,/m/0dfw0
Ewan McGregor,master_swordsman,Obi-Wan Kenobi,/m/0fkm7,/m/0k269,/m/0k3qy3,M,28.0,1971.0,1.79,/m/03lmx1,Obi-Wan Kenobi,Star Wars Episode I: The Phantom Menace,50793,/m/0ddt_
Liam Neeson,master_swordsman,Qui-Gon Jinn,/m/0gzgj,/m/0h5g_,/m/0k3qyf,M,46.0,1952.0,1.93,/m/03bkbh,,Star Wars Episode I: The Phantom Menace,50793,/m/0ddt_
Harrison Ford,charmer,Han Solo,/m/0fjn8,/m/0c0k1,/m/0k3r1_,M,34.0,1942.0,1.85,/m/01qhm_,Han Solo,Star Wars Episode IV: A New Hope,52549,/m/0dtfn
Harrison Ford,loveable_rogue,Han Solo,/m/0fjn8,/m/0c0k1,/m/0k3r1_,M,34.0,1942.0,1.85,/m/01qhm_,Han Solo,Star Wars Episode IV: A New Hope,52549,/m/0dtfn
James Spader,absent_minded_professor,Daniel Jackson,/m/02qs1z,/m/043js,/m/0k3rhh,M,34.0,1960.0,1.78,,Daniel Jackson,Stargate,28327,/m/070g7
Maggie Gyllenhaal,granola_person,Ana Pascal,/m/0gv13np,/m/023mdt,/m/0k3t_x,F,28.0,1977.0,1.75,/m/065b6q,,Stranger Than Fiction,4155050,/m/0bm2nq
Ralph Fiennes,byronic_hero,Lenny Nero,/m/098d8x0,/m/0170qf,/m/0k3tt_,M,32.0,1962.0,1.83,,,Strange Days,1339563,/m/04tzz5
Dustin Hoffman,tranquil_fury,David Sumner,/m/0ch916z,/m/0bl2g,/m/0k3v65,M,34.0,1937.0,1.66,/m/041rx,David Sumner,Straw Dogs,196176,/m/01bwgr
Diane Lane,chanteuse,Ellen Aim,/m/0c154d1,/m/01skmp,/m/0k3w12,F,19.0,1965.0,1.7,,,Streets of Fire,885876,/m/03lrx2
Bill Murray,slacker,John Winger,/m/07034yp,/m/0p_pd,/m/0k3w4y,M,30.0,1950.0,1.88,/m/033tf_,,Stripes,560511,/m/02q2jw
Gloria Swanson,prima_donna,Norma Desmond,/m/02vvlk,/m/0173lp,/m/0k3ybb,F,,1899.0,1.5,/m/065b6q,,Sunset Boulevard,76368,/m/0k4fz
Brian Blessed,egomaniac_hunter,Clayton,/m/092dvw,/m/02p3j2,/m/0k42s4,M,62.0,1936.0,1.753,/m/02w7gg,,Tarzan,1749093,/m/05sxr_
Robert De Niro,byronic_hero,Travis Bickle,/m/04p4dx,/m/06cgy,/m/0k43s9,M,32.0,1943.0,1.77,/m/0xnvg,,Taxi Driver,30000,/m/07cw4
Humphrey Bogart,hardboiled_detective,Dist. Atty. Martin Ferguson,/m/0gz4vzr,/m/03n6r,/m/0k4_sm,M,,1899.0,1.74,/m/07mqps,,The Enforcer,1863523,/m/0620fw
Colin Firth,crazy_jealous_guy,Geoffrey Clifton,/m/0c0fwm8,/m/03f1zdw,/m/0k4_tz,M,36.0,1960.0,1.87,/m/0d7wh,,The English Patient,101954,/m/0pv3x
Humphrey Bogart,hardboiled_detective,Philip Marlowe,/m/01c41d,/m/03n6r,/m/0k4gwm,M,,1899.0,1.74,/m/07mqps,Philip Marlowe,The Big Sleep,1645598,/m/05k7xj
Billy Connolly,hitman_with_a_heart,Il Duce,/m/0h5ny37,/m/01l7qw,/m/0k4k6j,M,56.0,1942.0,1.83,/m/02g7sp,,The Boondock Saints,517376,/m/02kp5p
Christine Taylor,brainless_beauty,Marcia Brady,/m/0gynpvd,/m/0qdgc,/m/0k4k_5,F,23.0,1971.0,1.689,,,The Brady Bunch Movie,2158983,/m/06r5q1
Matt Damon,hitman_with_a_heart,Jason Bourne,/m/03nb2p,/m/0169dl,/m/0k4kcz,M,31.0,1970.0,1.78,/m/0cnvdq1,Jason Bourne,The Bourne Identity,963986,/m/03twd6
Clive Owen,consummate_professional,The Professor,/m/02t9dqy,/m/03v3xp,/m/0k4kdl,M,37.0,1964.0,1.89,/m/02w7gg,The Professor,The Bourne Identity,963986,/m/03twd6
Paul Gleason,dean_bitterman,Richard Vernon,/m/098cllt,/m/0281lp,/m/0k4l6b,M,45.0,1939.0,1.842,,,The Breakfast Club,29943,/m/07cfg
Nick Chinlund,bounty_hunter,Toombs,/m/0h5pbks,/m/079mh2,/m/0k4qdz,M,42.0,1961.0,1.88,,,The Chronicles of Riddick,670226,/m/031gmx
Brandon Lee,tranquil_fury,Eric Draven,/m/0gyxm45,/m/01dkgz,/m/0k4td6,M,29.0,1965.0,1.83,/m/0d2by,,The Crow,406339,/m/024gy8
Matt Damon,dirty_cop,Colin Sullivan,/m/02nwnqx,/m/0169dl,/m/0k4xjq,M,35.0,1970.0,1.78,/m/0cnvdq1,,The Departed,1349086,/m/04vr_f
Michelle Pfeiffer,chanteuse,Susie Diamond,/m/02nwnx4,/m/0gx_p,/m/0k50tl,F,31.0,1958.0,1.71,/m/065b6q,,The Fabulous Baker Boys,770144,/m/03b1l8
Teresa Palmer,bully,Vanessa,/m/0gy33q9,/m/09bkfc,/m/0k592n,F,20.0,1986.0,1.67,,,The Grudge 2,3226774,/m/08_pq1
Rufus Sewell,evil_prince,Crown Prince Leopold,/m/0c1mgc2,/m/04wpvv,/m/0k5f_q,M,38.0,1967.0,1.829,/m/02w7gg,,The Illusionist,2571385,/m/07nt8p
